INSERT INTO memory_table (user_id, username, age)
VALUES
 ('00000', 'st0', '1'),
 ('54005', 'st54005', '6'),
 ('54006', 'st54006', '7'),
 ('54007', 'st54007', '8'),
 ('54008', 'st54008', '9'),
 ('54009', 'st54009', '10'),
 ('54010', 'st54010', '11'),
 ('54011', 'st54011', '12'),
 ('54012', 'st54012', '13'),
 ('54013', 'st54013', '14'),
 ('54014', 'st54014', '15'),
 ('54015', 'st54015', '16'),
 ('54016', 'st54016', '17'),
 ('54017', 'st54017', '18'),
 ('54018', 'st54018', '19'),
 ('54019', 'st54019', '20'),
 ('54020', 'st54020', '21'),
 ('54021', 'st54021', '22'),
 ('54022', 'st54022', '23'),
 ('54023', 'st54023', '24'),
 ('54024', 'st54024', '25'),
 ('54025', 'st54025', '26'),
 ('54026', 'st54026', '27'),
 ('54027', 'st54027', '28'),
 ('54028', 'st54028', '29'),
 ('54029', 'st54029', '30'),
 ('54030', 'st54030', '31'),
 ('54031', 'st54031', '32'),
 ('54032', 'st54032', '33'),
 ('54033', 'st54033', '34'),
 ('54034', 'st54034', '35'),
 ('54035', 'st54035', '36'),
 ('54036', 'st54036', '37'),
 ('54037', 'st54037', '38'),
 ('54038', 'st54038', '39'),
 ('54039', 'st54039', '40'),
 ('54040', 'st54040', '41'),
 ('54041', 'st54041', '42'),
 ('54042', 'st54042', '43'),
 ('54043', 'st54043', '44'),
 ('54044', 'st54044', '45'),
 ('54045', 'st54045', '46'),
 ('54046', 'st54046', '47'),
 ('54047', 'st54047', '48'),
 ('54048', 'st54048', '49'),
 ('54049', 'st54049', '50'),
 ('54050', 'st54050', '51'),
 ('54051', 'st54051', '52'),
 ('54052', 'st54052', '53'),
 ('54053', 'st54053', '54'),
 ('54054', 'st54054', '55'),
 ('54055', 'st54055', '56'),
 ('54056', 'st54056', '57'),
 ('54057', 'st54057', '58'),
 ('54058', 'st54058', '59'),
 ('54059', 'st54059', '60'),
 ('54060', 'st54060', '61'),
 ('54061', 'st54061', '62'),
 ('54062', 'st54062', '63'),
 ('54063', 'st54063', '64'),
 ('54064', 'st54064', '65'),
 ('54065', 'st54065', '66'),
 ('54066', 'st54066', '67'),
 ('54067', 'st54067', '68'),
 ('54068', 'st54068', '69'),
 ('54069', 'st54069', '70'),
 ('54070', 'st54070', '71'),
 ('54071', 'st54071', '72'),
 ('54072', 'st54072', '73'),
 ('54073', 'st54073', '74'),
 ('54074', 'st54074', '75'),
 ('54075', 'st54075', '76'),
 ('54076', 'st54076', '77'),
 ('54077', 'st54077', '78'),
 ('54078', 'st54078', '79'),
 ('54079', 'st54079', '80'),
 ('54080', 'st54080', '81'),
 ('54081', 'st54081', '82'),
 ('54082', 'st54082', '83'),
 ('54083', 'st54083', '84'),
 ('54084', 'st54084', '85'),
 ('54085', 'st54085', '86'),
 ('54086', 'st54086', '87'),
 ('54087', 'st54087', '88'),
 ('54088', 'st54088', '89'),
 ('54089', 'st54089', '90'),
 ('54090', 'st54090', '91'),
 ('54091', 'st54091', '92'),
 ('54092', 'st54092', '93'),
 ('54093', 'st54093', '94'),
 ('54094', 'st54094', '95'),
 ('54095', 'st54095', '96'),
 ('54096', 'st54096', '97'),
 ('54097', 'st54097', '98'),
 ('54098', 'st54098', '99'),
 ('54099', 'st54099', '100'),
 ('54100', 'st54100', '1'),
 ('54101', 'st54101', '2'),
 ('54102', 'st54102', '3'),
 ('54103', 'st54103', '4'),
 ('54104', 'st54104', '5'),
 ('54105', 'st54105', '6'),
 ('54106', 'st54106', '7'),
 ('54107', 'st54107', '8'),
 ('54108', 'st54108', '9'),
 ('54109', 'st54109', '10'),
 ('54110', 'st54110', '11'),
 ('54111', 'st54111', '12'),
 ('54112', 'st54112', '13'),
 ('54113', 'st54113', '14'),
 ('54114', 'st54114', '15'),
 ('54115', 'st54115', '16'),
 ('54116', 'st54116', '17'),
 ('54117', 'st54117', '18'),
 ('54118', 'st54118', '19'),
 ('54119', 'st54119', '20'),
 ('54120', 'st54120', '21'),
 ('54121', 'st54121', '22'),
 ('54122', 'st54122', '23'),
 ('54123', 'st54123', '24'),
 ('54124', 'st54124', '25'),
 ('54125', 'st54125', '26'),
 ('54126', 'st54126', '27'),
 ('54127', 'st54127', '28'),
 ('54128', 'st54128', '29'),
 ('54129', 'st54129', '30'),
 ('54130', 'st54130', '31'),
 ('54131', 'st54131', '32'),
 ('54132', 'st54132', '33'),
 ('54133', 'st54133', '34'),
 ('54134', 'st54134', '35'),
 ('54135', 'st54135', '36'),
 ('54136', 'st54136', '37'),
 ('54137', 'st54137', '38'),
 ('54138', 'st54138', '39'),
 ('54139', 'st54139', '40'),
 ('54140', 'st54140', '41'),
 ('54141', 'st54141', '42'),
 ('54142', 'st54142', '43'),
 ('54143', 'st54143', '44'),
 ('54144', 'st54144', '45'),
 ('54145', 'st54145', '46'),
 ('54146', 'st54146', '47'),
 ('54147', 'st54147', '48'),
 ('54148', 'st54148', '49'),
 ('54149', 'st54149', '50'),
 ('54150', 'st54150', '51'),
 ('54151', 'st54151', '52'),
 ('54152', 'st54152', '53'),
 ('54153', 'st54153', '54'),
 ('54154', 'st54154', '55'),
 ('54155', 'st54155', '56'),
 ('54156', 'st54156', '57'),
 ('54157', 'st54157', '58'),
 ('54158', 'st54158', '59'),
 ('54159', 'st54159', '60'),
 ('54160', 'st54160', '61'),
 ('54161', 'st54161', '62'),
 ('54162', 'st54162', '63'),
 ('54163', 'st54163', '64'),
 ('54164', 'st54164', '65'),
 ('54165', 'st54165', '66'),
 ('54166', 'st54166', '67'),
 ('54167', 'st54167', '68'),
 ('54168', 'st54168', '69'),
 ('54169', 'st54169', '70'),
 ('54170', 'st54170', '71'),
 ('54171', 'st54171', '72'),
 ('54172', 'st54172', '73'),
 ('54173', 'st54173', '74'),
 ('54174', 'st54174', '75'),
 ('54175', 'st54175', '76'),
 ('54176', 'st54176', '77'),
 ('54177', 'st54177', '78'),
 ('54178', 'st54178', '79'),
 ('54179', 'st54179', '80'),
 ('54180', 'st54180', '81'),
 ('54181', 'st54181', '82'),
 ('54182', 'st54182', '83'),
 ('54183', 'st54183', '84'),
 ('54184', 'st54184', '85'),
 ('54185', 'st54185', '86'),
 ('54186', 'st54186', '87'),
 ('54187', 'st54187', '88'),
 ('54188', 'st54188', '89'),
 ('54189', 'st54189', '90'),
 ('54190', 'st54190', '91'),
 ('54191', 'st54191', '92'),
 ('54192', 'st54192', '93'),
 ('54193', 'st54193', '94'),
 ('54194', 'st54194', '95'),
 ('54195', 'st54195', '96'),
 ('54196', 'st54196', '97'),
 ('54197', 'st54197', '98'),
 ('54198', 'st54198', '99'),
 ('54199', 'st54199', '100'),
 ('54200', 'st54200', '1'),
 ('54201', 'st54201', '2'),
 ('54202', 'st54202', '3'),
 ('54203', 'st54203', '4'),
 ('54204', 'st54204', '5'),
 ('54205', 'st54205', '6'),
 ('54206', 'st54206', '7'),
 ('54207', 'st54207', '8'),
 ('54208', 'st54208', '9'),
 ('54209', 'st54209', '10'),
 ('54210', 'st54210', '11'),
 ('54211', 'st54211', '12'),
 ('54212', 'st54212', '13'),
 ('54213', 'st54213', '14'),
 ('54214', 'st54214', '15'),
 ('54215', 'st54215', '16'),
 ('54216', 'st54216', '17'),
 ('54217', 'st54217', '18'),
 ('54218', 'st54218', '19'),
 ('54219', 'st54219', '20'),
 ('54220', 'st54220', '21'),
 ('54221', 'st54221', '22'),
 ('54222', 'st54222', '23'),
 ('54223', 'st54223', '24'),
 ('54224', 'st54224', '25'),
 ('54225', 'st54225', '26'),
 ('54226', 'st54226', '27'),
 ('54227', 'st54227', '28'),
 ('54228', 'st54228', '29'),
 ('54229', 'st54229', '30'),
 ('54230', 'st54230', '31'),
 ('54231', 'st54231', '32'),
 ('54232', 'st54232', '33'),
 ('54233', 'st54233', '34'),
 ('54234', 'st54234', '35'),
 ('54235', 'st54235', '36'),
 ('54236', 'st54236', '37'),
 ('54237', 'st54237', '38'),
 ('54238', 'st54238', '39'),
 ('54239', 'st54239', '40'),
 ('54240', 'st54240', '41'),
 ('54241', 'st54241', '42'),
 ('54242', 'st54242', '43'),
 ('54243', 'st54243', '44'),
 ('54244', 'st54244', '45'),
 ('54245', 'st54245', '46'),
 ('54246', 'st54246', '47'),
 ('54247', 'st54247', '48'),
 ('54248', 'st54248', '49'),
 ('54249', 'st54249', '50'),
 ('54250', 'st54250', '51'),
 ('54251', 'st54251', '52'),
 ('54252', 'st54252', '53'),
 ('54253', 'st54253', '54'),
 ('54254', 'st54254', '55'),
 ('54255', 'st54255', '56'),
 ('54256', 'st54256', '57'),
 ('54257', 'st54257', '58'),
 ('54258', 'st54258', '59'),
 ('54259', 'st54259', '60'),
 ('54260', 'st54260', '61'),
 ('54261', 'st54261', '62'),
 ('54262', 'st54262', '63'),
 ('54263', 'st54263', '64'),
 ('54264', 'st54264', '65'),
 ('54265', 'st54265', '66'),
 ('54266', 'st54266', '67'),
 ('54267', 'st54267', '68'),
 ('54268', 'st54268', '69'),
 ('54269', 'st54269', '70'),
 ('54270', 'st54270', '71'),
 ('54271', 'st54271', '72'),
 ('54272', 'st54272', '73'),
 ('54273', 'st54273', '74'),
 ('54274', 'st54274', '75'),
 ('54275', 'st54275', '76'),
 ('54276', 'st54276', '77'),
 ('54277', 'st54277', '78'),
 ('54278', 'st54278', '79'),
 ('54279', 'st54279', '80'),
 ('54280', 'st54280', '81'),
 ('54281', 'st54281', '82'),
 ('54282', 'st54282', '83'),
 ('54283', 'st54283', '84'),
 ('54284', 'st54284', '85'),
 ('54285', 'st54285', '86'),
 ('54286', 'st54286', '87'),
 ('54287', 'st54287', '88'),
 ('54288', 'st54288', '89'),
 ('54289', 'st54289', '90'),
 ('54290', 'st54290', '91'),
 ('54291', 'st54291', '92'),
 ('54292', 'st54292', '93'),
 ('54293', 'st54293', '94'),
 ('54294', 'st54294', '95'),
 ('54295', 'st54295', '96'),
 ('54296', 'st54296', '97'),
 ('54297', 'st54297', '98'),
 ('54298', 'st54298', '99'),
 ('54299', 'st54299', '100'),
 ('54300', 'st54300', '1'),
 ('54301', 'st54301', '2'),
 ('54302', 'st54302', '3'),
 ('54303', 'st54303', '4'),
 ('54304', 'st54304', '5'),
 ('54305', 'st54305', '6'),
 ('54306', 'st54306', '7'),
 ('54307', 'st54307', '8'),
 ('54308', 'st54308', '9'),
 ('54309', 'st54309', '10'),
 ('54310', 'st54310', '11'),
 ('54311', 'st54311', '12'),
 ('54312', 'st54312', '13'),
 ('54313', 'st54313', '14'),
 ('54314', 'st54314', '15'),
 ('54315', 'st54315', '16'),
 ('54316', 'st54316', '17'),
 ('54317', 'st54317', '18'),
 ('54318', 'st54318', '19'),
 ('54319', 'st54319', '20'),
 ('54320', 'st54320', '21'),
 ('54321', 'st54321', '22'),
 ('54322', 'st54322', '23'),
 ('54323', 'st54323', '24'),
 ('54324', 'st54324', '25'),
 ('54325', 'st54325', '26'),
 ('54326', 'st54326', '27'),
 ('54327', 'st54327', '28'),
 ('54328', 'st54328', '29'),
 ('54329', 'st54329', '30'),
 ('54330', 'st54330', '31'),
 ('54331', 'st54331', '32'),
 ('54332', 'st54332', '33'),
 ('54333', 'st54333', '34'),
 ('54334', 'st54334', '35'),
 ('54335', 'st54335', '36'),
 ('54336', 'st54336', '37'),
 ('54337', 'st54337', '38'),
 ('54338', 'st54338', '39'),
 ('54339', 'st54339', '40'),
 ('54340', 'st54340', '41'),
 ('54341', 'st54341', '42'),
 ('54342', 'st54342', '43'),
 ('54343', 'st54343', '44'),
 ('54344', 'st54344', '45'),
 ('54345', 'st54345', '46'),
 ('54346', 'st54346', '47'),
 ('54347', 'st54347', '48'),
 ('54348', 'st54348', '49'),
 ('54349', 'st54349', '50'),
 ('54350', 'st54350', '51'),
 ('54351', 'st54351', '52'),
 ('54352', 'st54352', '53'),
 ('54353', 'st54353', '54'),
 ('54354', 'st54354', '55'),
 ('54355', 'st54355', '56'),
 ('54356', 'st54356', '57'),
 ('54357', 'st54357', '58'),
 ('54358', 'st54358', '59'),
 ('54359', 'st54359', '60'),
 ('54360', 'st54360', '61'),
 ('54361', 'st54361', '62'),
 ('54362', 'st54362', '63'),
 ('54363', 'st54363', '64'),
 ('54364', 'st54364', '65'),
 ('54365', 'st54365', '66'),
 ('54366', 'st54366', '67'),
 ('54367', 'st54367', '68'),
 ('54368', 'st54368', '69'),
 ('54369', 'st54369', '70'),
 ('54370', 'st54370', '71'),
 ('54371', 'st54371', '72'),
 ('54372', 'st54372', '73'),
 ('54373', 'st54373', '74'),
 ('54374', 'st54374', '75'),
 ('54375', 'st54375', '76'),
 ('54376', 'st54376', '77'),
 ('54377', 'st54377', '78'),
 ('54378', 'st54378', '79'),
 ('54379', 'st54379', '80'),
 ('54380', 'st54380', '81'),
 ('54381', 'st54381', '82'),
 ('54382', 'st54382', '83'),
 ('54383', 'st54383', '84'),
 ('54384', 'st54384', '85'),
 ('54385', 'st54385', '86'),
 ('54386', 'st54386', '87'),
 ('54387', 'st54387', '88'),
 ('54388', 'st54388', '89'),
 ('54389', 'st54389', '90'),
 ('54390', 'st54390', '91'),
 ('54391', 'st54391', '92'),
 ('54392', 'st54392', '93'),
 ('54393', 'st54393', '94'),
 ('54394', 'st54394', '95'),
 ('54395', 'st54395', '96'),
 ('54396', 'st54396', '97'),
 ('54397', 'st54397', '98'),
 ('54398', 'st54398', '99'),
 ('54399', 'st54399', '100'),
 ('54400', 'st54400', '1'),
 ('54401', 'st54401', '2'),
 ('54402', 'st54402', '3'),
 ('54403', 'st54403', '4'),
 ('54404', 'st54404', '5'),
 ('54405', 'st54405', '6'),
 ('54406', 'st54406', '7'),
 ('54407', 'st54407', '8'),
 ('54408', 'st54408', '9'),
 ('54409', 'st54409', '10'),
 ('54410', 'st54410', '11'),
 ('54411', 'st54411', '12'),
 ('54412', 'st54412', '13'),
 ('54413', 'st54413', '14'),
 ('54414', 'st54414', '15'),
 ('54415', 'st54415', '16'),
 ('54416', 'st54416', '17'),
 ('54417', 'st54417', '18'),
 ('54418', 'st54418', '19'),
 ('54419', 'st54419', '20'),
 ('54420', 'st54420', '21'),
 ('54421', 'st54421', '22'),
 ('54422', 'st54422', '23'),
 ('54423', 'st54423', '24'),
 ('54424', 'st54424', '25'),
 ('54425', 'st54425', '26'),
 ('54426', 'st54426', '27'),
 ('54427', 'st54427', '28'),
 ('54428', 'st54428', '29'),
 ('54429', 'st54429', '30'),
 ('54430', 'st54430', '31'),
 ('54431', 'st54431', '32'),
 ('54432', 'st54432', '33'),
 ('54433', 'st54433', '34'),
 ('54434', 'st54434', '35'),
 ('54435', 'st54435', '36'),
 ('54436', 'st54436', '37'),
 ('54437', 'st54437', '38'),
 ('54438', 'st54438', '39'),
 ('54439', 'st54439', '40'),
 ('54440', 'st54440', '41'),
 ('54441', 'st54441', '42'),
 ('54442', 'st54442', '43'),
 ('54443', 'st54443', '44'),
 ('54444', 'st54444', '45'),
 ('54445', 'st54445', '46'),
 ('54446', 'st54446', '47'),
 ('54447', 'st54447', '48'),
 ('54448', 'st54448', '49'),
 ('54449', 'st54449', '50'),
 ('54450', 'st54450', '51'),
 ('54451', 'st54451', '52'),
 ('54452', 'st54452', '53'),
 ('54453', 'st54453', '54'),
 ('54454', 'st54454', '55'),
 ('54455', 'st54455', '56'),
 ('54456', 'st54456', '57'),
 ('54457', 'st54457', '58'),
 ('54458', 'st54458', '59'),
 ('54459', 'st54459', '60'),
 ('54460', 'st54460', '61'),
 ('54461', 'st54461', '62'),
 ('54462', 'st54462', '63'),
 ('54463', 'st54463', '64'),
 ('54464', 'st54464', '65'),
 ('54465', 'st54465', '66'),
 ('54466', 'st54466', '67'),
 ('54467', 'st54467', '68'),
 ('54468', 'st54468', '69'),
 ('54469', 'st54469', '70'),
 ('54470', 'st54470', '71'),
 ('54471', 'st54471', '72'),
 ('54472', 'st54472', '73'),
 ('54473', 'st54473', '74'),
 ('54474', 'st54474', '75'),
 ('54475', 'st54475', '76'),
 ('54476', 'st54476', '77'),
 ('54477', 'st54477', '78'),
 ('54478', 'st54478', '79'),
 ('54479', 'st54479', '80'),
 ('54480', 'st54480', '81'),
 ('54481', 'st54481', '82'),
 ('54482', 'st54482', '83'),
 ('54483', 'st54483', '84'),
 ('54484', 'st54484', '85'),
 ('54485', 'st54485', '86'),
 ('54486', 'st54486', '87'),
 ('54487', 'st54487', '88'),
 ('54488', 'st54488', '89'),
 ('54489', 'st54489', '90'),
 ('54490', 'st54490', '91'),
 ('54491', 'st54491', '92'),
 ('54492', 'st54492', '93'),
 ('54493', 'st54493', '94'),
 ('54494', 'st54494', '95'),
 ('54495', 'st54495', '96'),
 ('54496', 'st54496', '97'),
 ('54497', 'st54497', '98'),
 ('54498', 'st54498', '99'),
 ('54499', 'st54499', '100'),
 ('54500', 'st54500', '1'),
 ('54501', 'st54501', '2'),
 ('54502', 'st54502', '3'),
 ('54503', 'st54503', '4'),
 ('54504', 'st54504', '5'),
 ('54505', 'st54505', '6'),
 ('54506', 'st54506', '7'),
 ('54507', 'st54507', '8'),
 ('54508', 'st54508', '9'),
 ('54509', 'st54509', '10'),
 ('54510', 'st54510', '11'),
 ('54511', 'st54511', '12'),
 ('54512', 'st54512', '13'),
 ('54513', 'st54513', '14'),
 ('54514', 'st54514', '15'),
 ('54515', 'st54515', '16'),
 ('54516', 'st54516', '17'),
 ('54517', 'st54517', '18'),
 ('54518', 'st54518', '19'),
 ('54519', 'st54519', '20'),
 ('54520', 'st54520', '21'),
 ('54521', 'st54521', '22'),
 ('54522', 'st54522', '23'),
 ('54523', 'st54523', '24'),
 ('54524', 'st54524', '25'),
 ('54525', 'st54525', '26'),
 ('54526', 'st54526', '27'),
 ('54527', 'st54527', '28'),
 ('54528', 'st54528', '29'),
 ('54529', 'st54529', '30'),
 ('54530', 'st54530', '31'),
 ('54531', 'st54531', '32'),
 ('54532', 'st54532', '33'),
 ('54533', 'st54533', '34'),
 ('54534', 'st54534', '35'),
 ('54535', 'st54535', '36'),
 ('54536', 'st54536', '37'),
 ('54537', 'st54537', '38'),
 ('54538', 'st54538', '39'),
 ('54539', 'st54539', '40'),
 ('54540', 'st54540', '41'),
 ('54541', 'st54541', '42'),
 ('54542', 'st54542', '43'),
 ('54543', 'st54543', '44'),
 ('54544', 'st54544', '45'),
 ('54545', 'st54545', '46'),
 ('54546', 'st54546', '47'),
 ('54547', 'st54547', '48'),
 ('54548', 'st54548', '49'),
 ('54549', 'st54549', '50'),
 ('54550', 'st54550', '51'),
 ('54551', 'st54551', '52'),
 ('54552', 'st54552', '53'),
 ('54553', 'st54553', '54'),
 ('54554', 'st54554', '55'),
 ('54555', 'st54555', '56'),
 ('54556', 'st54556', '57'),
 ('54557', 'st54557', '58'),
 ('54558', 'st54558', '59'),
 ('54559', 'st54559', '60'),
 ('54560', 'st54560', '61'),
 ('54561', 'st54561', '62'),
 ('54562', 'st54562', '63'),
 ('54563', 'st54563', '64'),
 ('54564', 'st54564', '65'),
 ('54565', 'st54565', '66'),
 ('54566', 'st54566', '67'),
 ('54567', 'st54567', '68'),
 ('54568', 'st54568', '69'),
 ('54569', 'st54569', '70'),
 ('54570', 'st54570', '71'),
 ('54571', 'st54571', '72'),
 ('54572', 'st54572', '73'),
 ('54573', 'st54573', '74'),
 ('54574', 'st54574', '75'),
 ('54575', 'st54575', '76'),
 ('54576', 'st54576', '77'),
 ('54577', 'st54577', '78'),
 ('54578', 'st54578', '79'),
 ('54579', 'st54579', '80'),
 ('54580', 'st54580', '81'),
 ('54581', 'st54581', '82'),
 ('54582', 'st54582', '83'),
 ('54583', 'st54583', '84'),
 ('54584', 'st54584', '85'),
 ('54585', 'st54585', '86'),
 ('54586', 'st54586', '87'),
 ('54587', 'st54587', '88'),
 ('54588', 'st54588', '89'),
 ('54589', 'st54589', '90'),
 ('54590', 'st54590', '91'),
 ('54591', 'st54591', '92'),
 ('54592', 'st54592', '93'),
 ('54593', 'st54593', '94'),
 ('54594', 'st54594', '95'),
 ('54595', 'st54595', '96'),
 ('54596', 'st54596', '97'),
 ('54597', 'st54597', '98'),
 ('54598', 'st54598', '99'),
 ('54599', 'st54599', '100'),
 ('54600', 'st54600', '1'),
 ('54601', 'st54601', '2'),
 ('54602', 'st54602', '3'),
 ('54603', 'st54603', '4'),
 ('54604', 'st54604', '5'),
 ('54605', 'st54605', '6'),
 ('54606', 'st54606', '7'),
 ('54607', 'st54607', '8'),
 ('54608', 'st54608', '9'),
 ('54609', 'st54609', '10'),
 ('54610', 'st54610', '11'),
 ('54611', 'st54611', '12'),
 ('54612', 'st54612', '13'),
 ('54613', 'st54613', '14'),
 ('54614', 'st54614', '15'),
 ('54615', 'st54615', '16'),
 ('54616', 'st54616', '17'),
 ('54617', 'st54617', '18'),
 ('54618', 'st54618', '19'),
 ('54619', 'st54619', '20'),
 ('54620', 'st54620', '21'),
 ('54621', 'st54621', '22'),
 ('54622', 'st54622', '23'),
 ('54623', 'st54623', '24'),
 ('54624', 'st54624', '25'),
 ('54625', 'st54625', '26'),
 ('54626', 'st54626', '27'),
 ('54627', 'st54627', '28'),
 ('54628', 'st54628', '29'),
 ('54629', 'st54629', '30'),
 ('54630', 'st54630', '31'),
 ('54631', 'st54631', '32'),
 ('54632', 'st54632', '33'),
 ('54633', 'st54633', '34'),
 ('54634', 'st54634', '35'),
 ('54635', 'st54635', '36'),
 ('54636', 'st54636', '37'),
 ('54637', 'st54637', '38'),
 ('54638', 'st54638', '39'),
 ('54639', 'st54639', '40'),
 ('54640', 'st54640', '41'),
 ('54641', 'st54641', '42'),
 ('54642', 'st54642', '43'),
 ('54643', 'st54643', '44'),
 ('54644', 'st54644', '45'),
 ('54645', 'st54645', '46'),
 ('54646', 'st54646', '47'),
 ('54647', 'st54647', '48'),
 ('54648', 'st54648', '49'),
 ('54649', 'st54649', '50'),
 ('54650', 'st54650', '51'),
 ('54651', 'st54651', '52'),
 ('54652', 'st54652', '53'),
 ('54653', 'st54653', '54'),
 ('54654', 'st54654', '55'),
 ('54655', 'st54655', '56'),
 ('54656', 'st54656', '57'),
 ('54657', 'st54657', '58'),
 ('54658', 'st54658', '59'),
 ('54659', 'st54659', '60'),
 ('54660', 'st54660', '61'),
 ('54661', 'st54661', '62'),
 ('54662', 'st54662', '63'),
 ('54663', 'st54663', '64'),
 ('54664', 'st54664', '65'),
 ('54665', 'st54665', '66'),
 ('54666', 'st54666', '67'),
 ('54667', 'st54667', '68'),
 ('54668', 'st54668', '69'),
 ('54669', 'st54669', '70'),
 ('54670', 'st54670', '71'),
 ('54671', 'st54671', '72'),
 ('54672', 'st54672', '73'),
 ('54673', 'st54673', '74'),
 ('54674', 'st54674', '75'),
 ('54675', 'st54675', '76'),
 ('54676', 'st54676', '77'),
 ('54677', 'st54677', '78'),
 ('54678', 'st54678', '79'),
 ('54679', 'st54679', '80'),
 ('54680', 'st54680', '81'),
 ('54681', 'st54681', '82'),
 ('54682', 'st54682', '83'),
 ('54683', 'st54683', '84'),
 ('54684', 'st54684', '85'),
 ('54685', 'st54685', '86'),
 ('54686', 'st54686', '87'),
 ('54687', 'st54687', '88'),
 ('54688', 'st54688', '89'),
 ('54689', 'st54689', '90'),
 ('54690', 'st54690', '91'),
 ('54691', 'st54691', '92'),
 ('54692', 'st54692', '93'),
 ('54693', 'st54693', '94'),
 ('54694', 'st54694', '95'),
 ('54695', 'st54695', '96'),
 ('54696', 'st54696', '97'),
 ('54697', 'st54697', '98'),
 ('54698', 'st54698', '99'),
 ('54699', 'st54699', '100'),
 ('54700', 'st54700', '1'),
 ('54701', 'st54701', '2'),
 ('54702', 'st54702', '3'),
 ('54703', 'st54703', '4'),
 ('54704', 'st54704', '5'),
 ('54705', 'st54705', '6'),
 ('54706', 'st54706', '7'),
 ('54707', 'st54707', '8'),
 ('54708', 'st54708', '9'),
 ('54709', 'st54709', '10'),
 ('54710', 'st54710', '11'),
 ('54711', 'st54711', '12'),
 ('54712', 'st54712', '13'),
 ('54713', 'st54713', '14'),
 ('54714', 'st54714', '15'),
 ('54715', 'st54715', '16'),
 ('54716', 'st54716', '17'),
 ('54717', 'st54717', '18'),
 ('54718', 'st54718', '19'),
 ('54719', 'st54719', '20'),
 ('54720', 'st54720', '21'),
 ('54721', 'st54721', '22'),
 ('54722', 'st54722', '23'),
 ('54723', 'st54723', '24'),
 ('54724', 'st54724', '25'),
 ('54725', 'st54725', '26'),
 ('54726', 'st54726', '27'),
 ('54727', 'st54727', '28'),
 ('54728', 'st54728', '29'),
 ('54729', 'st54729', '30'),
 ('54730', 'st54730', '31'),
 ('54731', 'st54731', '32'),
 ('54732', 'st54732', '33'),
 ('54733', 'st54733', '34'),
 ('54734', 'st54734', '35'),
 ('54735', 'st54735', '36'),
 ('54736', 'st54736', '37'),
 ('54737', 'st54737', '38'),
 ('54738', 'st54738', '39'),
 ('54739', 'st54739', '40'),
 ('54740', 'st54740', '41'),
